Type,Root Function Name,Function Name,Inclusive Samples,Exclusive Samples,Inclusive Samples %,Exclusive Samples %,
"Root","[rpcrt4.dll]","[rpcrt4.dll]",191,190,0.46,0.45,
"Caller","[rpcrt4.dll]","[dhcpcsvc.dll]",10,10,0.02,0.02,
"Caller","[rpcrt4.dll]","[dhcpcsvc6.dll]",15,14,0.04,0.03,
"Caller","[rpcrt4.dll]","[netprofm.dll]",34,34,0.08,0.08,
"Caller","[rpcrt4.dll]","[OneCoreUAPCommonProxyStub.dll]",3,3,0.01,0.01,
"Caller","[rpcrt4.dll]","[thumbcache.dll]",1,1,0.00,0.00,
"Caller","[rpcrt4.dll]","[winspool.drv]",128,128,0.31,0.31,
"Callee","[rpcrt4.dll]","[dhcpcsvc.dll]",6,0,0.01,0.00,
"Callee","[rpcrt4.dll]","[dhcpcsvc6.dll]",2,0,0.00,0.00,
"Callee","[rpcrt4.dll]","[winspool.drv]",12,0,0.03,0.00,
"Root","[safemon.dll]","[safemon.dll]",57,7,0.14,0.02,
"Caller","[safemon.dll]","[combase.dll]",1,0,0.00,0.00,
"Caller","[safemon.dll]","[safemon.dll]",4,1,0.01,0.00,
"Caller","[safemon.dll]","[shell32.dll]",4,0,0.01,0.00,
"Caller","[safemon.dll]","[System.Windows.Forms.ni.dll]",40,5,0.10,0.01,
"Caller","[safemon.dll]","[user32.dll]",8,1,0.02,0.00,
"Callee","[safemon.dll]","[kernel32.dll]",2,2,0.00,0.00,
"Callee","[safemon.dll]","[KernelBase.dll]",45,45,0.11,0.11,
"Callee","[safemon.dll]","[ntdll.dll]",3,3,0.01,0.01,
"Callee","[safemon.dll]","[safemon.dll]",4,1,0.01,0.00,
"Root","[sechost.dll]","[sechost.dll]",6,6,0.01,0.01,
"Caller","[sechost.dll]","[twinapi.appcore.dll]",6,6,0.01,0.01,
"Root","[setupapi.dll]","[setupapi.dll]",10,0,0.02,0.00,
"Caller","[setupapi.dll]","[audiodev.dll]",1,0,0.00,0.00,
"Caller","[setupapi.dll]","[audiodev.dll]",2,0,0.00,0.00,
"Caller","[setupapi.dll]","[ntdll.dll]",1,0,0.00,0.00,
"Caller","[setupapi.dll]","[PortableDeviceApi.dll]",6,0,0.01,0.00,
"Caller","[setupapi.dll]","[setupapi.dll]",8,0,0.02,0.00,
"Callee","[setupapi.dll]","[devobj.dll]",5,0,0.01,0.00,
"Callee","[setupapi.dll]","[kernel32.dll]",1,1,0.00,0.00,
"Callee","[setupapi.dll]","[KernelBase.dll]",1,1,0.00,0.00,
"Callee","[setupapi.dll]","[ntdll.dll]",3,3,0.01,0.01,
"Callee","[setupapi.dll]","[setupapi.dll]",8,0,0.02,0.00,
"Root","[SHCore.dll]","[SHCore.dll]",788,22,1.88,0.05,
"Caller","[SHCore.dll]","[comdlg32.dll]",161,5,0.39,0.01,
"Caller","[SHCore.dll]","[dui70.dll]",1,1,0.00,0.00,
"Caller","[SHCore.dll]","[ExplorerFrame.dll]",657,13,1.57,0.03,
"Caller","[SHCore.dll]","[thumbcache.dll]",3,3,0.01,0.01,
"Callee","[SHCore.dll]","[ExplorerFrame.dll]",768,1,1.84,0.00,
"Root","[shell32.dll]","[shell32.dll]","4,125","2,094",9.87,5.01,
"Caller","[shell32.dll]","[comdlg32.dll]","2,603",674,6.23,1.61,
"Caller","[shell32.dll]","[dfshim.dll]",627,552,1.50,1.32,
"Caller","[shell32.dll]","[DropboxExt.26.0.dll]",1,0,0.00,0.00,
"Caller","[shell32.dll]","[dui70.dll]",861,203,2.06,0.49,
"Caller","[shell32.dll]","[duser.dll]",226,14,0.54,0.03,
"Caller","[shell32.dll]","[ExplorerFrame.dll]",780,651,1.87,1.56,
"Callee","[shell32.dll]","[atlthunk.dll]",172,0,0.41,0.00,
"Callee","[shell32.dll]","[clbcatq.dll]",202,0,0.48,0.00,
"Callee","[shell32.dll]","[comdlg32.dll]",545,2,1.30,0.00,
"Callee","[shell32.dll]","[DataExchange.dll]",6,0,0.01,0.00,
"Callee","[shell32.dll]","[DropboxExt.26.0.dll]",92,1,0.22,0.00,
"Callee","[shell32.dll]","[dui70.dll]","1,107",2,2.65,0.00,
"Callee","[shell32.dll]","[duser.dll]",145,1,0.35,0.00,
"Callee","[shell32.dll]","[ExplorerFrame.dll]",830,1,1.99,0.00,
"Callee","[shell32.dll]","[safemon.dll]",4,0,0.01,0.00,
"Callee","[shell32.dll]","[thumbcache.dll]",25,1,0.06,0.00,
"Callee","[shell32.dll]","[tiptsf.dll]",5,0,0.01,0.00,
"Root","[shlwapi.dll]","[shlwapi.dll]",370,6,0.89,0.01,
"Caller","[shlwapi.dll]","[comdlg32.dll]",12,2,0.03,0.00,
"Caller","[shlwapi.dll]","[ExplorerFrame.dll]",357,3,0.85,0.01,
"Caller","[shlwapi.dll]","[winspool.drv]",1,1,0.00,0.00,
"Callee","[shlwapi.dll]","[atlthunk.dll]",1,0,0.00,0.00,
"Callee","[shlwapi.dll]","[dui70.dll]",9,0,0.02,0.00,
"Callee","[shlwapi.dll]","[ExplorerFrame.dll]",354,0,0.85,0.00,
"Root","[StructuredQuery.dll]","[StructuredQuery.dll]",26,19,0.06,0.05,
"Caller","[StructuredQuery.dll]","[KernelBase.dll]",1,1,0.00,0.00,
"Caller","[StructuredQuery.dll]","[StructuredQuery.dll]",20,13,0.05,0.03,
"Callee","[StructuredQuery.dll]","[combase.dll]",3,3,0.01,0.01,
"Callee","[StructuredQuery.dll]","[KernelBase.dll]",1,0,0.00,0.00,
"Callee","[StructuredQuery.dll]","[msvcrt.dll]",3,3,0.01,0.01,
"Callee","[StructuredQuery.dll]","[StructuredQuery.dll]",20,13,0.05,0.03,
"Callee","[StructuredQuery.dll]","[Windows.Storage.Search.dll]",1,0,0.00,0.00,
"Root","[System.Data.ni.dll]","[System.Data.ni.dll]",341,341,0.82,0.82,
"Caller","[System.Data.ni.dll]","FoodMazaPos.Cashier.Appstatus",1,1,0.00,0.00,
"Caller","[System.Data.ni.dll]","FoodMazaPos.Cashier.button1_Click",13,13,0.03,0.03,
"Caller","[System.Data.ni.dll]","FoodMazaPos.Cashier.Cashier_Load",1,1,0.00,0.00,
"Caller","[System.Data.ni.dll]","FoodMazaPos.Cashier.CheckingUserStatus",2,2,0.00,0.00,
"Caller","[System.Data.ni.dll]","FoodMazaPos.Cashier.inventoryFunctionality",16,16,0.04,0.04,
"Caller","[System.Data.ni.dll]","FoodMazaPos.Cashier.label3Click",35,35,0.08,0.08,
"Caller","[System.Data.ni.dll]","FoodMazaPos.Cashier.labelClick",17,17,0.04,0.04,
"Caller","[System.Data.ni.dll]","FoodMazaPos.Cashier.Loadcategory",41,41,0.10,0.10,
"Caller","[System.Data.ni.dll]","FoodMazaPos.Cashier.Loadproducts",65,65,0.16,0.16,
"Caller","[System.Data.ni.dll]","FoodMazaPos.Cashier.Timercheckingstock",1,1,0.00,0.00,
"Caller","[System.Data.ni.dll]","FoodMazaPos.Cashier.TrailPeriod",1,1,0.00,0.00,
"Caller","[System.Data.ni.dll]","FoodMazaPos.ExportToExcel.LoadGridView1",4,4,0.01,0.01,
"Caller","[System.Data.ni.dll]","FoodMazaPos.ExportToExcel.LoadGridView2",1,1,0.00,0.00,
"Caller","[System.Data.ni.dll]","FoodMazaPos.ExportToExcel.LoadGridView3",2,2,0.00,0.00,
"Caller","[System.Data.ni.dll]","FoodMazaPos.ExportToExcel.LoadGridView4",2,2,0.00,0.00,
"Caller","[System.Data.ni.dll]","FoodMazaPos.ExportToExcel.LoadGridView6",1,1,0.00,0.00,
"Caller","[System.Data.ni.dll]","FoodMazaPos.Inventory.EstimatingSTockAtTheStartOfDay",6,6,0.01,0.01,
"Caller","[System.Data.ni.dll]","FoodMazaPos.Inventory.InventoryHeaderInfo",53,53,0.13,0.13,
"Caller","[System.Data.ni.dll]","FoodMazaPos.Inventory.LoadChart3",5,5,0.01,0.01,
"Caller","[System.Data.ni.dll]","FoodMazaPos.Inventory.LoadChart4",6,6,0.01,0.01,
"Caller","[System.Data.ni.dll]","FoodMazaPos.Inventory.LoadChart5",5,5,0.01,0.01,
"Caller","[System.Data.ni.dll]","FoodMazaPos.Inventory.LoadGridView2",1,1,0.00,0.00,
"Caller","[System.Data.ni.dll]","FoodMazaPos.Inventory.LoadGridView3",6,6,0.01,0.01,
"Caller","[System.Data.ni.dll]","FoodMazaPos.Inventory.LoadGridView4",4,4,0.01,0.01,
"Caller","[System.Data.ni.dll]","FoodMazaPos.InvoiceDetails.LoadGridView",3,3,0.01,0.01,
"Caller","[System.Data.ni.dll]","FoodMazaPos.InvoiceDetails.SearchInvoice_Click",2,2,0.00,0.00,
"Caller","[System.Data.ni.dll]","FoodMazaPos.Login.btnLogin_Click",1,1,0.00,0.00,
"Caller","[System.Data.ni.dll]","FoodMazaPos.SalesSummary.Loadproducts",18,18,0.04,0.04,
"Caller","[System.Data.ni.dll]","FoodMazaPos.SalesSummary.SalesEstimation",21,21,0.05,0.05,
"Caller","[System.Data.ni.dll]","FoodMazaPos.Stocks.LoadGridView1",3,3,0.01,0.01,
"Caller","[System.Data.ni.dll]","FoodMazaPos.updatestocks.LoadGridView1",2,2,0.00,0.00,
"Caller","[System.Data.ni.dll]","FoodMazaPos.updatestocks.ToFillGridview",2,2,0.00,0.00,
"Root","[System.Drawing.ni.dll]","[System.Drawing.ni.dll]","12,676","2,716",30.32,6.50,
"Caller","[System.Drawing.ni.dll]","FoodMazaPos.About.InitializeComponent",1,1,0.00,0.00,
"Caller","[System.Drawing.ni.dll]","FoodMazaPos.Cashier.btnRefresh_Click","2,144","2,144",5.13,5.13,
"Caller","[System.Drawing.ni.dll]","FoodMazaPos.Cashier.button1_Click","9,989",29,23.89,0.07,
"Caller","[System.Drawing.ni.dll]","FoodMazaPos.Cashier.Cashier_Load",535,535,1.28,1.28,
"Caller","[System.Drawing.ni.dll]","FoodMazaPos.Cashier.Dispose",1,1,0.00,0.00,
"Caller","[System.Drawing.ni.dll]","FoodMazaPos.Cashier.InitializeComponent",1,1,0.00,0.00,
"Caller","[System.Drawing.ni.dll]","FoodMazaPos.Cashier.label3Click",1,1,0.00,0.00,
"Caller","[System.Drawing.ni.dll]","FoodMazaPos.ExportToExcel.dgv_1",1,1,0.00,0.00,
"Caller","[System.Drawing.ni.dll]","FoodMazaPos.ExportToExcel.InitializeComponent",1,1,0.00,0.00,
"Caller","[System.Drawing.ni.dll]","FoodMazaPos.Inventory.InitializeComponent",1,1,0.00,0.00,
"Caller","[System.Drawing.ni.dll]","FoodMazaPos.Stocks.InitializeComponent",1,1,0.00,0.00,
"Callee","[System.Drawing.ni.dll]","[comdlg32.dll]",156,0,0.37,0.00,
"Callee","[System.Drawing.ni.dll]","[winspool.drv]","9,804",0,23.45,0.00,
"Root","[System.ni.dll]","[System.ni.dll]",3,3,0.01,0.01,
"Caller","[System.ni.dll]","FoodMazaPos.Cashier.CheckInternetavaibility",2,2,0.00,0.00,
"Caller","[System.ni.dll]","FoodMazaPos.Cashier.Loadcategory",1,1,0.00,0.00,
"Root","[System.Windows.Forms.DataVisualization.ni.dll]","[System.Windows.Forms.DataVisualization.ni.dll]",79,79,0.19,0.19,
"Caller","[System.Windows.Forms.DataVisualization.ni.dll]","FoodMazaPos.Inventory..ctor",1,1,0.00,0.00,
"Caller","[System.Windows.Forms.DataVisualization.ni.dll]","FoodMazaPos.Inventory.InitializeComponent",49,49,0.12,0.12,
"Caller","[System.Windows.Forms.DataVisualization.ni.dll]","FoodMazaPos.Inventory.Inventory_Load",29,29,0.07,0.07,
"Root","[System.Windows.Forms.ni.dll]","[System.Windows.Forms.ni.dll]","35,335","19,552",84.52,46.77,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.About..ctor",7,7,0.02,0.02,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.About.Dispose",8,8,0.02,0.02,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.About.InitializeComponent",18,18,0.04,0.04,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.Cashier..ctor",1,1,0.00,0.00,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.Cashier.aAAToolStripMenuItem_Click",593,504,1.42,1.21,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.Cashier.aBOUTToolStripMenuItem_Click",37,37,0.09,0.09,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.Cashier.bBBBToolStripMenuItem_Click",483,263,1.16,0.63,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.Cashier.btnRefresh_Click",145,145,0.35,0.35,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.Cashier.cLOCKOUTLOGOUTToolStripMenuItem_Click",61,60,0.15,0.14,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.Cashier.Dgv_1",19,19,0.05,0.05,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.Cashier.dgv1_CellEndEdit",8,8,0.02,0.02,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.Cashier.Dispose",138,90,0.33,0.22,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.Cashier.eXPORTTOEXCELToolStripMenuItem_Click",626,122,1.50,0.29,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.Cashier.InitializeComponent",78,78,0.19,0.19,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.Cashier.label3Click",130,128,0.31,0.31,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.Cashier.labelClick",32,32,0.08,0.08,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.Cashier.Loadcategory",147,143,0.35,0.34,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.Cashier.Loadproducts",250,245,0.60,0.59,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.Cashier.sALESSUMMARYToolStripMenuItem_Click",281,73,0.67,0.17,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.Cashier.sEARCHINVOICESToolStripMenuItem_Click",585,77,1.40,0.18,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.Cashier.Timercheckingstock",344,195,0.82,0.47,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.ExportToExcel..ctor",1,1,0.00,0.00,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.ExportToExcel.dgv_1",2,2,0.00,0.00,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.ExportToExcel.dgv_5",1,1,0.00,0.00,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.ExportToExcel.Dispose",9,9,0.02,0.02,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.ExportToExcel.ExportToExcel_Load",49,49,0.12,0.12,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.ExportToExcel.InitializeComponent",9,9,0.02,0.02,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.ExportToExcel.LoadGridView1",416,416,1.00,1.00,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.ExportToExcel.LoadGridView2",1,1,0.00,0.00,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.ExportToExcel.LoadGridView3",1,1,0.00,0.00,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.ExportToExcel.LoadGridView4",1,1,0.00,0.00,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.ExportToExcel.LoadGridView5",1,1,0.00,0.00,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.ExportToExcel.LoadGridView6",2,2,0.00,0.00,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.ExportToExcel.LoadGridView7",1,1,0.00,0.00,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.Inventory..ctor",19,19,0.05,0.05,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.Inventory.Dispose",73,73,0.17,0.17,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.Inventory.EstimatingSTockAtTheStartOfDay",3,3,0.01,0.01,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.Inventory.InitializeComponent",99,99,0.24,0.24,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.Inventory.InventoryHeaderInfo",50,50,0.12,0.12,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.Inventory.label_Category_Click",210,209,0.50,0.50,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.Inventory.label_Category_MouseLeave",1,1,0.00,0.00,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.Inventory.label_Dashboard_Click",93,93,0.22,0.22,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.Inventory.label_Dashboard_MouseLeave",1,1,0.00,0.00,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.Inventory.label_Product_Click",222,221,0.53,0.53,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.Inventory.label_Product_MouseEnter",1,1,0.00,0.00,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.Inventory.label_Report_Click",163,162,0.39,0.39,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.Inventory.label_Stock_Click",277,274,0.66,0.66,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.Inventory.label_Stock_MouseLeave",1,1,0.00,0.00,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.Inventory.LoadGridView2",2,2,0.00,0.00,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.Inventory.LoadGridView3",2,2,0.00,0.00,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.Inventory.LoadGridView4",2,2,0.00,0.00,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.InvoiceDetails..ctor",1,1,0.00,0.00,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.InvoiceDetails.calculate",12,12,0.03,0.03,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.InvoiceDetails.dgv_1",12,12,0.03,0.03,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.InvoiceDetails.Dispose",8,8,0.02,0.02,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.InvoiceDetails.InitializeComponent",5,5,0.01,0.01,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.InvoiceDetails.InvoiceDetails_Load",41,41,0.10,0.10,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.InvoiceDetails.LoadGridView",432,432,1.03,1.03,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.InvoiceDetails.SearchInvoice_Click",121,121,0.29,0.29,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.Login..ctor",1,1,0.00,0.00,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.Login.btnLogin_Click",844,194,2.02,0.46,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.Login.InitializeComponent",2,2,0.00,0.00,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.Program.Main","35,334","13,781",84.52,32.96,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.SalesSummary.Dispose",15,15,0.04,0.04,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.SalesSummary.InitializeComponent",17,17,0.04,0.04,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.SalesSummary.Loadproducts",52,52,0.12,0.12,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.SalesSummary.SalesEstimation",85,85,0.20,0.20,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.SalesSummary.SalesSummary_Load",7,7,0.02,0.02,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.Stocks..ctor",2,2,0.00,0.00,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.Stocks.btnUpdate_Click",228,228,0.55,0.55,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.Stocks.dgv_1",4,4,0.01,0.01,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.Stocks.Dispose",17,17,0.04,0.04,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.Stocks.InitializeComponent",13,13,0.03,0.03,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.Stocks.LoadGridView1",378,378,0.90,0.90,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.Stocks.Stocks_Load",1,1,0.00,0.00,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.updatestocks..ctor",2,2,0.00,0.00,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.updatestocks.dgv_1",21,21,0.05,0.05,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.updatestocks.Dispose",14,14,0.03,0.03,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.updatestocks.InitializeComponent",7,7,0.02,0.02,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.updatestocks.LoadGridView1",82,82,0.20,0.20,
"Caller","[System.Windows.Forms.ni.dll]","FoodMazaPos.updatestocks.ToFillGridview",37,37,0.09,0.09,
"Callee","[System.Windows.Forms.ni.dll]","[clbcatq.dll]",48,0,0.11,0.00,
"Callee","[System.Windows.Forms.ni.dll]","[safemon.dll]",40,5,0.10,0.01,
"Callee","[System.Windows.Forms.ni.dll]","FoodMazaPos.About.Dispose",8,0,0.02,0.00,
"Callee","[System.Windows.Forms.ni.dll]","FoodMazaPos.Cashier.aAAToolStripMenuItem_Click","1,313",0,3.14,0.00,
"Callee","[System.Windows.Forms.ni.dll]","FoodMazaPos.Cashier.aBOUTToolStripMenuItem_Click",75,0,0.18,0.00,
"Callee","[System.Windows.Forms.ni.dll]","FoodMazaPos.Cashier.bBBBToolStripMenuItem_Click",638,0,1.53,0.00,
"Callee","[System.Windows.Forms.ni.dll]","FoodMazaPos.Cashier.btnRefresh_Click","2,705",0,6.47,0.00,
"Callee","[System.Windows.Forms.ni.dll]","FoodMazaPos.Cashier.button1_Click","12,125",1,29.00,0.00,
"Callee","[System.Windows.Forms.ni.dll]","FoodMazaPos.Cashier.Cashier_Load",648,0,1.55,0.00,
"Callee","[System.Windows.Forms.ni.dll]","FoodMazaPos.Cashier.cLOCKOUTLOGOUTToolStripMenuItem_Click",118,0,0.28,0.00,
"Callee","[System.Windows.Forms.ni.dll]","FoodMazaPos.Cashier.dgv1_CellEndEdit",8,0,0.02,0.00,
"Callee","[System.Windows.Forms.ni.dll]","FoodMazaPos.Cashier.Dispose",139,0,0.33,0.00,
"Callee","[System.Windows.Forms.ni.dll]","FoodMazaPos.Cashier.eXPORTTOEXCELToolStripMenuItem_Click",711,0,1.70,0.00,
"Callee","[System.Windows.Forms.ni.dll]","FoodMazaPos.Cashier.label3Click",167,0,0.40,0.00,
"Callee","[System.Windows.Forms.ni.dll]","FoodMazaPos.Cashier.labelClick",49,0,0.12,0.00,
"Callee","[System.Windows.Forms.ni.dll]","FoodMazaPos.Cashier.sALESSUMMARYToolStripMenuItem_Click",319,0,0.76,0.00,
"Callee","[System.Windows.Forms.ni.dll]","FoodMazaPos.Cashier.sEARCHINVOICESToolStripMenuItem_Click",602,0,1.44,0.00,
"Callee","[System.Windows.Forms.ni.dll]","FoodMazaPos.ExportToExcel.Dispose",9,0,0.02,0.00,
"Callee","[System.Windows.Forms.ni.dll]","FoodMazaPos.ExportToExcel.ExportToExcel_Load",503,0,1.20,0.00,
"Callee","[System.Windows.Forms.ni.dll]","FoodMazaPos.Inventory.Dispose",73,0,0.17,0.00,
"Callee","[System.Windows.Forms.ni.dll]","FoodMazaPos.Inventory.Inventory_Load",85,0,0.20,0.00,
"Callee","[System.Windows.Forms.ni.dll]","FoodMazaPos.Inventory.label_Category_Click",210,0,0.50,0.00,
"Callee","[System.Windows.Forms.ni.dll]","FoodMazaPos.Inventory.label_Category_MouseLeave",1,0,0.00,0.00,
"Callee","[System.Windows.Forms.ni.dll]","FoodMazaPos.Inventory.label_Dashboard_Click",93,0,0.22,0.00,
"Callee","[System.Windows.Forms.ni.dll]","FoodMazaPos.Inventory.label_Dashboard_MouseLeave",1,0,0.00,0.00,
"Callee","[System.Windows.Forms.ni.dll]","FoodMazaPos.Inventory.label_Product_Click",222,0,0.53,0.00,
"Callee","[System.Windows.Forms.ni.dll]","FoodMazaPos.Inventory.label_Product_MouseEnter",1,0,0.00,0.00,
"Callee","[System.Windows.Forms.ni.dll]","FoodMazaPos.Inventory.label_Report_Click",163,0,0.39,0.00,
"Callee","[System.Windows.Forms.ni.dll]","FoodMazaPos.Inventory.label_Stock_Click",277,0,0.66,0.00,
"Callee","[System.Windows.Forms.ni.dll]","FoodMazaPos.Inventory.label_Stock_MouseLeave",1,0,0.00,0.00,
"Callee","[System.Windows.Forms.ni.dll]","FoodMazaPos.InvoiceDetails.Dispose",8,0,0.02,0.00,
"Callee","[System.Windows.Forms.ni.dll]","FoodMazaPos.InvoiceDetails.InvoiceDetails_Load",507,0,1.21,0.00,
"Callee","[System.Windows.Forms.ni.dll]","FoodMazaPos.InvoiceDetails.SearchInvoice_Click",123,0,0.29,0.00,
"Callee","[System.Windows.Forms.ni.dll]","FoodMazaPos.Login.btnLogin_Click",936,0,2.24,0.00,
"Callee","[System.Windows.Forms.ni.dll]","FoodMazaPos.SalesSummary.Dispose",15,0,0.04,0.00,
"Callee","[System.Windows.Forms.ni.dll]","FoodMazaPos.SalesSummary.SalesSummary_Load",208,0,0.50,0.00,
"Callee","[System.Windows.Forms.ni.dll]","FoodMazaPos.Stocks.btnUpdate_Click",400,0,0.96,0.00,
"Callee","[System.Windows.Forms.ni.dll]","FoodMazaPos.Stocks.Dispose",17,0,0.04,0.00,
"Callee","[System.Windows.Forms.ni.dll]","FoodMazaPos.Stocks.Stocks_Load",218,0,0.52,0.00,
"Callee","[System.Windows.Forms.ni.dll]","FoodMazaPos.updatestocks.Dispose",14,0,0.03,0.00,
"Callee","[System.Windows.Forms.ni.dll]","FoodMazaPos.updatestocks.updatestocks_Load",149,0,0.36,0.00,
"Root","[thumbcache.dll]","[thumbcache.dll]",871,20,2.08,0.05,
"Caller","[thumbcache.dll]","[comctl32.dll]",127,0,0.30,0.00,
"Caller","[thumbcache.dll]","[shell32.dll]",25,1,0.06,0.00,
"Caller","[thumbcache.dll]","[thumbcache.dll]",862,19,2.06,0.05,
"Caller","[thumbcache.dll]","[user32.dll]",5,0,0.01,0.00,
"Caller","[thumbcache.dll]","[windows.storage.dll]",137,0,0.33,0.00,
"Callee","[thumbcache.dll]","[combase.dll]",111,55,0.27,0.13,
"Callee","[thumbcache.dll]","[DropboxExt.26.0.dll]",34,0,0.08,0.00,
"Callee","[thumbcache.dll]","[edputil.dll]",2,0,0.00,0.00,
"Callee","[thumbcache.dll]","[gdi32.dll]",8,8,0.02,0.02,
"Callee","[thumbcache.dll]","[gdi32full.dll]",12,12,0.03,0.03,
"Callee","[thumbcache.dll]","[KernelBase.dll]",390,390,0.93,0.93,
"Callee","[thumbcache.dll]","[ntdll.dll]",17,17,0.04,0.04,
"Callee","[thumbcache.dll]","[oleaut32.dll]",1,1,0.00,0.00,
"Callee","[thumbcache.dll]","[propsys.dll]",72,71,0.17,0.17,
"Callee","[thumbcache.dll]","[provsvc.dll]",1,0,0.00,0.00,
"Callee","[thumbcache.dll]","[rpcrt4.dll]",1,1,0.00,0.00,
"Callee","[thumbcache.dll]","[SHCore.dll]",3,3,0.01,0.01,
"Callee","[thumbcache.dll]","[thumbcache.dll]",862,19,2.06,0.05,
"Callee","[thumbcache.dll]","[user32.dll]",14,14,0.03,0.03,
